text,label
Confidentiality protection uses an XPK to encrypt the data which (depending on who is the sender and who is the receiver of the encrypted information) IWF as a server sending or receiving to another server this key will be an SPK.,1
The ProSe Application Server sends a PXA command to the ProSe Function.,0
The ProSe Application Server shall check if the application supports application-controlled extension and allocate ProSe Application Code 3.,0
"When the ProSe Function has received an announce request from the originating UE and the application represented by the Application ID is authorized for open ProSe direct discovery announcing, the ProSe Function sends a PXR command to the ProSe Application Server including the parameters.",0
Authorization for Open Discovery Announce Request procedure with application-controlled extension is used by the ProSe Function serving the originating UE to obtain announce authorization information related to open ProSe direct discovery.,1
The ProSe Application Server acknowledges the PXR Command and sends the PXA command back to the ProSe Function.,0
"After a time configured by the operator, the ProSe Function sends a PXR command to the ProSe Application Server including the parameters.",0
The ProSe Function determines to trigger the discovery update procedure to the afftected UE(s) based on the received update information from the ProSe Application.,0
The ProSe Function acknowledges the XAR command and sends the XAA command to the ProSe Application Server including the parameters.,0
"When the ProSe Application Server has received authorization update request from the UE, the ProSe Application Server sends a XAR command to the ProSe Function including the parameters.",0
Discovery Authorization Update procedure is used by ProSe Application Server to revoke discovery permissions without a delay while a specific originating user revokes the discovery permissions relating to some other users in the ProSe Application Server.,1
The ProSe Function sends a response message to the originating UE.,0
The authorization for monitor request with application-controlled extension procedure is used by the ProSe Function serving the originating UE to obtain monitor authorization information related to open ProSe direct discovery with application-controlled extension.,1
"When the ProSe Function has received a monitor request with from the originating UE and the application represented by the Application ID is authorized for open ProSe direct discovery monitoring, the ProSe Function sends a PXR command to the ProSe Application Server including the parameters.",0
The ProSe Application Server shall check if the application supports application-controlled extension and examine the Application-Data AVP and determine the suffix masks to be used to monitor the information represented by the Application Data 3.,2
The ProSe Application Server sends a PXA command to the ProSe Function.,0
The ProSe Function sends a response message to the originating UE as Diameter load control mechanism.,0
This is a common code used by all MSISDN-less IMS UEs for MT procedures.,2
This request includes a vnd.3gpp.sms payload that includes the short message and routing information for the IP-SM-GW to forward the short message.,2
"if PCC rule R1 has higher precedence than PCC rule R2, all the TFT filters corresponding to R1 shall have higher precedence than all the TFT filters.",1
The SS waits 20 s for the MS to return to listening to paging.,0
It provides attribute(s) that are common to PS Service Profile IOCs.,2
If in the description of the file an SFI value is indicated the file shall support SFI.,0
"If the policy decisions were received in a RAR command, the PCEF shall send a RAA command with the Experimental-Result-Code set to DIAMETER_AN_GW_FAILED (4143).",1
"During IP-CAN session establishment, if both the PCEF and PCRF advertise the support for S-GW restoration, the PCRF shall subscribe to the AN_GW_CHANGE event trigger.",1
This reject cause is inserted on the positive response by the SGSN if the SGSN receives a BSSAP+ LOCATION UPDATE REJECT message from the VLR indicating in the reject cause IMSI unknown in HLR.,1
This reject cause is inserted on the positive response by the SGSN if the SGSN does not receive any response from the VLR to a previous BSSAP+ LOCATION UPDATE REQUEST message.,1
This procedure shall be the first HNBAP procedure triggered after the Iuh signalling transport has been successfully established.,0
PoC service is introduced as an application within the frame of the IP Multimedia Subsystem (IMS).,0
The cell re-selection delay shall be less than 8 s.,0
"The cell re-selection delay is defined as the time from the beginning of time period T2, to the moment when the UE camps on Cell 2, and starts to send the URA UPDATE message with URA update cause ""change of URA "" in cell",0
